State,Value,Timestamp,Datetime,Formatted Date
J & K,2168,1713094038.465847,2024-04-14 16:57:18.465847,2024-04-14 16:57:18
PUNJAB,5279,1713094038.465847,2024-04-14 16:57:18.465847,2024-04-14 16:57:18
RAJASTHAN,10504,1713094038.465847,2024-04-14 16:57:18.465847,2024-04-14 16:57:18
UTTARAKHAND,1398,1713094038.465847,2024-04-14 16:57:18.465847,2024-04-14 16:57:18
UTTAR-PRADESH,14198,1713094038.465847,2024-04-14 16:57:18.465847,2024-04-14 16:57:18
CHANDIGARH,161,1713094907.459313,2024-04-14 17:11:47.459313,2024-04-14 17:11:47
HARYANA,4542,1713094907.459313,2024-04-14 17:11:47.459313,2024-04-14 17:11:47
HIMACHAL,1088,1713094907.459313,2024-04-14 17:11:47.459313,2024-04-14 17:11:47
J & K,2261,1713094907.459313,2024-04-14 17:11:47.459313,2024-04-14 17:11:47
PUNJAB,5260,1713094907.459313,2024-04-14 17:11:47.459313,2024-04-14 17:11:47
RAJASTHAN,10210,1713094907.459313,2024-04-14 17:11:47.459313,2024-04-14 17:11:47
UTTARAKHAND,1432,1713094907.459313,2024-04-14 17:11:47.459313,2024-04-14 17:11:47
UTTAR-PRADESH,14481,1713094907.459313,2024-04-14 17:11:47.459313,2024-04-14 17:11:47
CHANDIGARH,162,1713095807.25998,2024-04-14 17:26:47.259980,2024-04-14 17:26:47
HARYANA,4656,1713095807.25998,2024-04-14 17:26:47.259980,2024-04-14 17:26:47
HIMACHAL,1105,1713095807.25998,2024-04-14 17:26:47.259980,2024-04-14 17:26:47
J & K,2150,1713095807.25998,2024-04-14 17:26:47.259980,2024-04-14 17:26:47
PUNJAB,5354,1713095807.25998,2024-04-14 17:26:47.259980,2024-04-14 17:26:47
RAJASTHAN,10053,1713095807.25998,2024-04-14 17:26:47.259980,2024-04-14 17:26:47
UTTARAKHAND,1431,1713095807.25998,2024-04-14 17:26:47.259980,2024-04-14 17:26:47
UTTAR-PRADESH,15075,1713095807.25998,2024-04-14 17:26:47.259980,2024-04-14 17:26:47
CHANDIGARH,164,1713096707.1683202,2024-04-14 17:41:47.168320,2024-04-14 17:41:47
HARYANA,4749,1713096707.1683202,2024-04-14 17:41:47.168320,2024-04-14 17:41:47
HIMACHAL,1080,1713096707.1683202,2024-04-14 17:41:47.168320,2024-04-14 17:41:47
J & K,2166,1713096707.1683202,2024-04-14 17:41:47.168320,2024-04-14 17:41:47
PUNJAB,5356,1713096707.1683202,2024-04-14 17:41:47.168320,2024-04-14 17:41:47
RAJASTHAN,9910,1713096707.1683202,2024-04-14 17:41:47.168320,2024-04-14 17:41:47
UTTARAKHAND,1471,1713096707.1683202,2024-04-14 17:41:47.168320,2024-04-14 17:41:47
UTTAR-PRADESH,15387,1713096707.1683202,2024-04-14 17:41:47.168320,2024-04-14 17:41:47
CHANDIGARH,165,1713097638.3530912,2024-04-14 17:57:18.353091,2024-04-14 17:57:18
HARYANA,4868,1713097638.3530912,2024-04-14 17:57:18.353091,2024-04-14 17:57:18
HIMACHAL,1084,1713097638.3530912,2024-04-14 17:57:18.353091,2024-04-14 17:57:18
J & K,2159,1713097638.3530912,2024-04-14 17:57:18.353091,2024-04-14 17:57:18
PUNJAB,5442,1713097638.3530912,2024-04-14 17:57:18.353091,2024-04-14 17:57:18
RAJASTHAN,9681,1713097638.3530912,2024-04-14 17:57:18.353091,2024-04-14 17:57:18
UTTARAKHAND,1504,1713097638.3530912,2024-04-14 17:57:18.353091,2024-04-14 17:57:18
UTTAR-PRADESH,15709,1713097638.3530912,2024-04-14 17:57:18.353091,2024-04-14 17:57:18
CHANDIGARH,166,1713098507.5500176,2024-04-14 18:11:47.550018,2024-04-14 18:11:47
HARYANA,5155,1713098507.5500176,2024-04-14 18:11:47.550018,2024-04-14 18:11:47
HIMACHAL,1082,1713098507.5500176,2024-04-14 18:11:47.550018,2024-04-14 18:11:47
J & K,2040,1713098507.5500176,2024-04-14 18:11:47.550018,2024-04-14 18:11:47
PUNJAB,5509,1713098507.5500176,2024-04-14 18:11:47.550018,2024-04-14 18:11:47
RAJASTHAN,9507,1713098507.5500176,2024-04-14 18:11:47.550018,2024-04-14 18:11:47
UTTARAKHAND,1512,1713098507.5500176,2024-04-14 18:11:47.550018,2024-04-14 18:11:47
UTTAR-PRADESH,16414,1713098507.5500176,2024-04-14 18:11:47.550018,2024-04-14 18:11:47
CHANDIGARH,176,1713099407.639514,2024-04-14 18:26:47.639514,2024-04-14 18:26:47
HARYANA,5597,1713099407.639514,2024-04-14 18:26:47.639514,2024-04-14 18:26:47
HIMACHAL,1099,1713099407.639514,2024-04-14 18:26:47.639514,2024-04-14 18:26:47
J & K,2132,1713099407.639514,2024-04-14 18:26:47.639514,2024-04-14 18:26:47
PUNJAB,5604,1713099407.639514,2024-04-14 18:26:47.639514,2024-04-14 18:26:47
RAJASTHAN,9382,1713099407.639514,2024-04-14 18:26:47.639514,2024-04-14 18:26:47
UTTARAKHAND,1526,1713099407.639514,2024-04-14 18:26:47.639514,2024-04-14 18:26:47
UTTAR-PRADESH,17217,1713099407.639514,2024-04-14 18:26:47.639514,2024-04-14 18:26:47
CHANDIGARH,181,1713100307.239802,2024-04-14 18:41:47.239802,2024-04-14 18:41:47
HARYANA,5657,1713100307.239802,2024-04-14 18:41:47.239802,2024-04-14 18:41:47
HIMACHAL,1115,1713100307.239802,2024-04-14 18:41:47.239802,2024-04-14 18:41:47
J & K,2269,1713100307.239802,2024-04-14 18:41:47.239802,2024-04-14 18:41:47
PUNJAB,5705,1713100307.239802,2024-04-14 18:41:47.239802,2024-04-14 18:41:47
RAJASTHAN,9490,1713100307.239802,2024-04-14 18:41:47.239802,2024-04-14 18:41:47
UTTARAKHAND,1553,1713100307.239802,2024-04-14 18:41:47.239802,2024-04-14 18:41:47
UTTAR-PRADESH,18229,1713100307.239802,2024-04-14 18:41:47.239802,2024-04-14 18:41:47
CHANDIGARH,188,1713101248.3796427,2024-04-14 18:57:28.379643,2024-04-14 18:57:28
HARYANA,5787,1713101248.3796427,2024-04-14 18:57:28.379643,2024-04-14 18:57:28
HIMACHAL,1086,1713101248.3796427,2024-04-14 18:57:28.379643,2024-04-14 18:57:28
J & K,2234,1713101248.3796427,2024-04-14 18:57:28.379643,2024-04-14 18:57:28
PUNJAB,5766,1713101248.3796427,2024-04-14 18:57:28.379643,2024-04-14 18:57:28
RAJASTHAN,9683,1713101248.3796427,2024-04-14 18:57:28.379643,2024-04-14 18:57:28
UTTARAKHAND,1584,1713101248.3796427,2024-04-14 18:57:28.379643,2024-04-14 18:57:28
UTTAR-PRADESH,19131,1713101248.3796427,2024-04-14 18:57:28.379643,2024-04-14 18:57:28
CHANDIGARH,194,1713102107.7804427,2024-04-14 19:11:47.780443,2024-04-14 19:11:47
HARYANA,6444,1713102107.7804427,2024-04-14 19:11:47.780443,2024-04-14 19:11:47
HIMACHAL,1109,1713102107.7804427,2024-04-14 19:11:47.780443,2024-04-14 19:11:47
J & K,2188,1713102107.7804427,2024-04-14 19:11:47.780443,2024-04-14 19:11:47
PUNJAB,5844,1713102107.7804427,2024-04-14 19:11:47.780443,2024-04-14 19:11:47
RAJASTHAN,10005,1713102107.7804427,2024-04-14 19:11:47.780443,2024-04-14 19:11:47
UTTARAKHAND,1664,1713102107.7804427,2024-04-14 19:11:47.780443,2024-04-14 19:11:47
UTTAR-PRADESH,20070,1713102107.7804427,2024-04-14 19:11:47.780443,2024-04-14 19:11:47
CHANDIGARH,198,1713103007.7915294,2024-04-14 19:26:47.791529,2024-04-14 19:26:47
HARYANA,6749,1713103007.7915294,2024-04-14 19:26:47.791529,2024-04-14 19:26:47
HIMACHAL,1168,1713103007.7915294,2024-04-14 19:26:47.791529,2024-04-14 19:26:47
J & K,2239,1713103007.7915294,2024-04-14 19:26:47.791529,2024-04-14 19:26:47
PUNJAB,5989,1713103007.7915294,2024-04-14 19:26:47.791529,2024-04-14 19:26:47
RAJASTHAN,10322,1713103007.7915294,2024-04-14 19:26:47.791529,2024-04-14 19:26:47
UTTARAKHAND,1665,1713103007.7915294,2024-04-14 19:26:47.791529,2024-04-14 19:26:47
UTTAR-PRADESH,20822,1713103007.7915294,2024-04-14 19:26:47.791529,2024-04-14 19:26:47
CHANDIGARH,198,1713103907.4869177,2024-04-14 19:41:47.486918,2024-04-14 19:41:47
HARYANA,6722,1713103907.4869177,2024-04-14 19:41:47.486918,2024-04-14 19:41:47
HIMACHAL,1159,1713103907.4869177,2024-04-14 19:41:47.486918,2024-04-14 19:41:47
J & K,2337,1713103907.4869177,2024-04-14 19:41:47.486918,2024-04-14 19:41:47
PUNJAB,6013,1713103907.4869177,2024-04-14 19:41:47.486918,2024-04-14 19:41:47
RAJASTHAN,10479,1713103907.4869177,2024-04-14 19:41:47.486918,2024-04-14 19:41:47
UTTARAKHAND,1662,1713103907.4869177,2024-04-14 19:41:47.486918,2024-04-14 19:41:47
UTTAR-PRADESH,21091,1713103907.4869177,2024-04-14 19:41:47.486918,2024-04-14 19:41:47
CHANDIGARH,198,1713104807.2926114,2024-04-14 19:56:47.292611,2024-04-14 19:56:47
HARYANA,6792,1713104807.2926114,2024-04-14 19:56:47.292611,2024-04-14 19:56:47
HIMACHAL,1179,1713104807.2926114,2024-04-14 19:56:47.292611,2024-04-14 19:56:47
J & K,2346,1713104807.2926114,2024-04-14 19:56:47.292611,2024-04-14 19:56:47
PUNJAB,5887,1713104807.2926114,2024-04-14 19:56:47.292611,2024-04-14 19:56:47
RAJASTHAN,10483,1713104807.2926114,2024-04-14 19:56:47.292611,2024-04-14 19:56:47
UTTARAKHAND,1618,1713104807.2926114,2024-04-14 19:56:47.292611,2024-04-14 19:56:47
UTTAR-PRADESH,21228,1713104807.2926114,2024-04-14 19:56:47.292611,2024-04-14 19:56:47
CHANDIGARH,196,1713105707.2804832,2024-04-14 20:11:47.280483,2024-04-14 20:11:47
HARYANA,6842,1713105707.2804832,2024-04-14 20:11:47.280483,2024-04-14 20:11:47
HIMACHAL,1096,1713105707.2804832,2024-04-14 20:11:47.280483,2024-04-14 20:11:47
J & K,2604,1713105707.2804832,2024-04-14 20:11:47.280483,2024-04-14 20:11:47
PUNJAB,5783,1713105707.2804832,2024-04-14 20:11:47.280483,2024-04-14 20:11:47
RAJASTHAN,10321,1713105707.2804832,2024-04-14 20:11:47.280483,2024-04-14 20:11:47
UTTARAKHAND,1609,1713105707.2804832,2024-04-14 20:11:47.280483,2024-04-14 20:11:47
UTTAR-PRADESH,21132,1713105707.2804832,2024-04-14 20:11:47.280483,2024-04-14 20:11:47
CHANDIGARH,195,1713106607.0849566,2024-04-14 20:26:47.084957,2024-04-14 20:26:47
HARYANA,6957,1713106607.0849566,2024-04-14 20:26:47.084957,2024-04-14 20:26:47
HIMACHAL,1118,1713106607.0849566,2024-04-14 20:26:47.084957,2024-04-14 20:26:47
J & K,2527,1713106607.0849566,2024-04-14 20:26:47.084957,2024-04-14 20:26:47
PUNJAB,5713,1713106607.0849566,2024-04-14 20:26:47.084957,2024-04-14 20:26:47
RAJASTHAN,10298,1713106607.0849566,2024-04-14 20:26:47.084957,2024-04-14 20:26:47
UTTARAKHAND,1590,1713106607.0849566,2024-04-14 20:26:47.084957,2024-04-14 20:26:47
UTTAR-PRADESH,21061,1713106607.0849566,2024-04-14 20:26:47.084957,2024-04-14 20:26:47
CHANDIGARH,191,1713107507.3791642,2024-04-14 20:41:47.379164,2024-04-14 20:41:47
HARYANA,7050,1713107507.3791642,2024-04-14 20:41:47.379164,2024-04-14 20:41:47
HIMACHAL,1048,1713107507.3791642,2024-04-14 20:41:47.379164,2024-04-14 20:41:47
J & K,2454,1713107507.3791642,2024-04-14 20:41:47.379164,2024-04-14 20:41:47
PUNJAB,5722,1713107507.3791642,2024-04-14 20:41:47.379164,2024-04-14 20:41:47
RAJASTHAN,10060,1713107507.3791642,2024-04-14 20:41:47.379164,2024-04-14 20:41:47
UTTARAKHAND,1596,1713107507.3791642,2024-04-14 20:41:47.379164,2024-04-14 20:41:47
UTTAR-PRADESH,21164,1713107507.3791642,2024-04-14 20:41:47.379164,2024-04-14 20:41:47
CHANDIGARH,189,1713108407.4879754,2024-04-14 20:56:47.487975,2024-04-14 20:56:47
HARYANA,7086,1713108407.4879754,2024-04-14 20:56:47.487975,2024-04-14 20:56:47
HIMACHAL,1043,1713108407.4879754,2024-04-14 20:56:47.487975,2024-04-14 20:56:47
J & K,2373,1713108407.4879754,2024-04-14 20:56:47.487975,2024-04-14 20:56:47
PUNJAB,5706,1713108407.4879754,2024-04-14 20:56:47.487975,2024-04-14 20:56:47
RAJASTHAN,10248,1713108407.4879754,2024-04-14 20:56:47.487975,2024-04-14 20:56:47
UTTARAKHAND,1596,1713108407.4879754,2024-04-14 20:56:47.487975,2024-04-14 20:56:47
UTTAR-PRADESH,21109,1713108407.4879754,2024-04-14 20:56:47.487975,2024-04-14 20:56:47
CHANDIGARH,178,1713109307.687611,2024-04-14 21:11:47.687611,2024-04-14 21:11:47
HARYANA,7039,1713109307.687611,2024-04-14 21:11:47.687611,2024-04-14 21:11:47
HIMACHAL,1077,1713109307.687611,2024-04-14 21:11:47.687611,2024-04-14 21:11:47
J & K,2456,1713109307.687611,2024-04-14 21:11:47.687611,2024-04-14 21:11:47
PUNJAB,5603,1713109307.687611,2024-04-14 21:11:47.687611,2024-04-14 21:11:47
RAJASTHAN,10197,1713109307.687611,2024-04-14 21:11:47.687611,2024-04-14 21:11:47
UTTARAKHAND,1589,1713109307.687611,2024-04-14 21:11:47.687611,2024-04-14 21:11:47
UTTAR-PRADESH,21089,1713109307.687611,2024-04-14 21:11:47.687611,2024-04-14 21:11:47
CHANDIGARH,178,1713110207.5887954,2024-04-14 21:26:47.588795,2024-04-14 21:26:47
HARYANA,6957,1713110207.5887954,2024-04-14 21:26:47.588795,2024-04-14 21:26:47
HIMACHAL,1040,1713110207.5887954,2024-04-14 21:26:47.588795,2024-04-14 21:26:47
J & K,2375,1713110207.5887954,2024-04-14 21:26:47.588795,2024-04-14 21:26:47
PUNJAB,5535,1713110207.5887954,2024-04-14 21:26:47.588795,2024-04-14 21:26:47
RAJASTHAN,10165,1713110207.5887954,2024-04-14 21:26:47.588795,2024-04-14 21:26:47
UTTARAKHAND,1559,1713110207.5887954,2024-04-14 21:26:47.588795,2024-04-14 21:26:47
UTTAR-PRADESH,20979,1713110207.5887954,2024-04-14 21:26:47.588795,2024-04-14 21:26:47
CHANDIGARH,177,1713111107.2862544,2024-04-14 21:41:47.286254,2024-04-14 21:41:47
HARYANA,6900,1713111107.2862544,2024-04-14 21:41:47.286254,2024-04-14 21:41:47
HIMACHAL,968,1713111107.2862544,2024-04-14 21:41:47.286254,2024-04-14 21:41:47
J & K,2450,1713111107.2862544,2024-04-14 21:41:47.286254,2024-04-14 21:41:47
PUNJAB,5455,1713111107.2862544,2024-04-14 21:41:47.286254,2024-04-14 21:41:47
RAJASTHAN,10115,1713111107.2862544,2024-04-14 21:41:47.286254,2024-04-14 21:41:47
UTTARAKHAND,1524,1713111107.2862544,2024-04-14 21:41:47.286254,2024-04-14 21:41:47
UTTAR-PRADESH,21025,1713111107.2862544,2024-04-14 21:41:47.286254,2024-04-14 21:41:47
CHANDIGARH,174,1713112007.091587,2024-04-14 21:56:47.091587,2024-04-14 21:56:47
HARYANA,6802,1713112007.091587,2024-04-14 21:56:47.091587,2024-04-14 21:56:47
HIMACHAL,939,1713112007.091587,2024-04-14 21:56:47.091587,2024-04-14 21:56:47
J & K,2359,1713112007.091587,2024-04-14 21:56:47.091587,2024-04-14 21:56:47
PUNJAB,5399,1713112007.091587,2024-04-14 21:56:47.091587,2024-04-14 21:56:47
RAJASTHAN,10048,1713112007.091587,2024-04-14 21:56:47.091587,2024-04-14 21:56:47
UTTARAKHAND,1505,1713112007.091587,2024-04-14 21:56:47.091587,2024-04-14 21:56:47
UTTAR-PRADESH,21002,1713112007.091587,2024-04-14 21:56:47.091587,2024-04-14 21:56:47
CHANDIGARH,169,1713112907.0861638,2024-04-14 22:11:47.086164,2024-04-14 22:11:47
HARYANA,6792,1713112907.0861638,2024-04-14 22:11:47.086164,2024-04-14 22:11:47
HIMACHAL,1003,1713112907.0861638,2024-04-14 22:11:47.086164,2024-04-14 22:11:47
J & K,2415,1713112907.0861638,2024-04-14 22:11:47.086164,2024-04-14 22:11:47
PUNJAB,5353,1713112907.0861638,2024-04-14 22:11:47.086164,2024-04-14 22:11:47
RAJASTHAN,10056,1713112907.0861638,2024-04-14 22:11:47.086164,2024-04-14 22:11:47
UTTARAKHAND,1486,1713112907.0861638,2024-04-14 22:11:47.086164,2024-04-14 22:11:47
UTTAR-PRADESH,20877,1713112907.0861638,2024-04-14 22:11:47.086164,2024-04-14 22:11:47
CHANDIGARH,170,1713113807.1921926,2024-04-14 22:26:47.192193,2024-04-14 22:26:47
HARYANA,6714,1713113807.1921926,2024-04-14 22:26:47.192193,2024-04-14 22:26:47
HIMACHAL,944,1713113807.1921926,2024-04-14 22:26:47.192193,2024-04-14 22:26:47
J & K,2320,1713113807.1921926,2024-04-14 22:26:47.192193,2024-04-14 22:26:47
PUNJAB,5320,1713113807.1921926,2024-04-14 22:26:47.192193,2024-04-14 22:26:47
RAJASTHAN,10247,1713113807.1921926,2024-04-14 22:26:47.192193,2024-04-14 22:26:47
UTTARAKHAND,1495,1713113807.1921926,2024-04-14 22:26:47.192193,2024-04-14 22:26:47
UTTAR-PRADESH,20882,1713113807.1921926,2024-04-14 22:26:47.192193,2024-04-14 22:26:47
CHANDIGARH,167,1713114707.589566,2024-04-14 22:41:47.589566,2024-04-14 22:41:47
HARYANA,6610,1713114707.589566,2024-04-14 22:41:47.589566,2024-04-14 22:41:47
HIMACHAL,912,1713114707.589566,2024-04-14 22:41:47.589566,2024-04-14 22:41:47
J & K,2333,1713114707.589566,2024-04-14 22:41:47.589566,2024-04-14 22:41:47
PUNJAB,5290,1713114707.589566,2024-04-14 22:41:47.589566,2024-04-14 22:41:47
RAJASTHAN,10127,1713114707.589566,2024-04-14 22:41:47.589566,2024-04-14 22:41:47
UTTARAKHAND,1465,1713114707.589566,2024-04-14 22:41:47.589566,2024-04-14 22:41:47
UTTAR-PRADESH,20864,1713114707.589566,2024-04-14 22:41:47.589566,2024-04-14 22:41:47
CHANDIGARH,164,1713115638.5664217,2024-04-14 22:57:18.566422,2024-04-14 22:57:18
HARYANA,6557,1713115638.5664217,2024-04-14 22:57:18.566422,2024-04-14 22:57:18
HIMACHAL,846,1713115638.5664217,2024-04-14 22:57:18.566422,2024-04-14 22:57:18
J & K,2279,1713115638.5664217,2024-04-14 22:57:18.566422,2024-04-14 22:57:18
PUNJAB,5272,1713115638.5664217,2024-04-14 22:57:18.566422,2024-04-14 22:57:18
RAJASTHAN,10091,1713115638.5664217,2024-04-14 22:57:18.566422,2024-04-14 22:57:18
UTTARAKHAND,1463,1713115638.5664217,2024-04-14 22:57:18.566422,2024-04-14 22:57:18
UTTAR-PRADESH,20731,1713115638.5664217,2024-04-14 22:57:18.566422,2024-04-14 22:57:18
CHANDIGARH,162,1713116507.7575648,2024-04-14 23:11:47.757565,2024-04-14 23:11:47
HARYANA,6462,1713116507.7575648,2024-04-14 23:11:47.757565,2024-04-14 23:11:47
HIMACHAL,838,1713116507.7575648,2024-04-14 23:11:47.757565,2024-04-14 23:11:47
J & K,2109,1713116507.7575648,2024-04-14 23:11:47.757565,2024-04-14 23:11:47
PUNJAB,5233,1713116507.7575648,2024-04-14 23:11:47.757565,2024-04-14 23:11:47
RAJASTHAN,9859,1713116507.7575648,2024-04-14 23:11:47.757565,2024-04-14 23:11:47
UTTARAKHAND,1477,1713116507.7575648,2024-04-14 23:11:47.757565,2024-04-14 23:11:47
UTTAR-PRADESH,20661,1713116507.7575648,2024-04-14 23:11:47.757565,2024-04-14 23:11:47
CHANDIGARH,157,1713117407.3636203,2024-04-14 23:26:47.363620,2024-04-14 23:26:47
HARYANA,6460,1713117407.3636203,2024-04-14 23:26:47.363620,2024-04-14 23:26:47
HIMACHAL,842,1713117407.3636203,2024-04-14 23:26:47.363620,2024-04-14 23:26:47
J & K,2022,1713117407.3636203,2024-04-14 23:26:47.363620,2024-04-14 23:26:47
PUNJAB,5192,1713117407.3636203,2024-04-14 23:26:47.363620,2024-04-14 23:26:47
RAJASTHAN,10083,1713117407.3636203,2024-04-14 23:26:47.363620,2024-04-14 23:26:47
UTTARAKHAND,1461,1713117407.3636203,2024-04-14 23:26:47.363620,2024-04-14 23:26:47
UTTAR-PRADESH,20567,1713117407.3636203,2024-04-14 23:26:47.363620,2024-04-14 23:26:47
CHANDIGARH,155,1713118338.7155795,2024-04-14 23:42:18.715580,2024-04-14 23:42:18
HARYANA,6335,1713118338.7155795,2024-04-14 23:42:18.715580,2024-04-14 23:42:18
HIMACHAL,901,1713118338.7155795,2024-04-14 23:42:18.715580,2024-04-14 23:42:18
J & K,2023,1713118338.7155795,2024-04-14 23:42:18.715580,2024-04-14 23:42:18
PUNJAB,5121,1713118338.7155795,2024-04-14 23:42:18.715580,2024-04-14 23:42:18
RAJASTHAN,9993,1713118338.7155795,2024-04-14 23:42:18.715580,2024-04-14 23:42:18
UTTARAKHAND,1403,1713118338.7155795,2024-04-14 23:42:18.715580,2024-04-14 23:42:18
UTTAR-PRADESH,20380,1713118338.7155795,2024-04-14 23:42:18.715580,2024-04-14 23:42:18
CHANDIGARH,153,1713119207.502925,2024-04-14 23:56:47.502925,2024-04-14 23:56:47
HARYANA,6275,1713119207.502925,2024-04-14 23:56:47.502925,2024-04-14 23:56:47
HIMACHAL,797,1713119207.502925,2024-04-14 23:56:47.502925,2024-04-14 23:56:47
J & K,1981,1713119207.502925,2024-04-14 23:56:47.502925,2024-04-14 23:56:47
PUNJAB,5080,1713119207.502925,2024-04-14 23:56:47.502925,2024-04-14 23:56:47
RAJASTHAN,9955,1713119207.502925,2024-04-14 23:56:47.502925,2024-04-14 23:56:47
UTTARAKHAND,1384,1713119207.502925,2024-04-14 23:56:47.502925,2024-04-14 23:56:47
UTTAR-PRADESH,20353,1713119207.502925,2024-04-14 23:56:47.502925,2024-04-14 23:56:47
CHANDIGARH,151,1713120107.7104452,2024-04-15 00:11:47.710445,2024-04-15 00:11:47
HARYANA,6156,1713120107.7104452,2024-04-15 00:11:47.710445,2024-04-15 00:11:47
HIMACHAL,761,1713120107.7104452,2024-04-15 00:11:47.710445,2024-04-15 00:11:47
J & K,2037,1713120107.7104452,2024-04-15 00:11:47.710445,2024-04-15 00:11:47
PUNJAB,5058,1713120107.7104452,2024-04-15 00:11:47.710445,2024-04-15 00:11:47
RAJASTHAN,9877,1713120107.7104452,2024-04-15 00:11:47.710445,2024-04-15 00:11:47
UTTARAKHAND,1387,1713120107.7104452,2024-04-15 00:11:47.710445,2024-04-15 00:11:47
UTTAR-PRADESH,20109,1713120107.7104452,2024-04-15 00:11:47.710445,2024-04-15 00:11:47
CHANDIGARH,150,1713121049.8653286,2024-04-15 00:27:29.865329,2024-04-15 00:27:29
HARYANA,6101,1713121049.8653286,2024-04-15 00:27:29.865329,2024-04-15 00:27:29
HIMACHAL,812,1713121049.8653286,2024-04-15 00:27:29.865329,2024-04-15 00:27:29
J & K,1931,1713121049.8653286,2024-04-15 00:27:29.865329,2024-04-15 00:27:29
PUNJAB,4988,1713121049.8653286,2024-04-15 00:27:29.865329,2024-04-15 00:27:29
RAJASTHAN,9834,1713121049.8653286,2024-04-15 00:27:29.865329,2024-04-15 00:27:29
UTTARAKHAND,1406,1713121049.8653286,2024-04-15 00:27:29.865329,2024-04-15 00:27:29
UTTAR-PRADESH,19913,1713121049.8653286,2024-04-15 00:27:29.865329,2024-04-15 00:27:29
CHANDIGARH,148,1713121907.1747577,2024-04-15 00:41:47.174758,2024-04-15 00:41:47
HARYANA,6082,1713121907.1747577,2024-04-15 00:41:47.174758,2024-04-15 00:41:47
HIMACHAL,839,1713121907.1747577,2024-04-15 00:41:47.174758,2024-04-15 00:41:47
J & K,1893,1713121907.1747577,2024-04-15 00:41:47.174758,2024-04-15 00:41:47
PUNJAB,4984,1713121907.1747577,2024-04-15 00:41:47.174758,2024-04-15 00:41:47
RAJASTHAN,9787,1713121907.1747577,2024-04-15 00:41:47.174758,2024-04-15 00:41:47
UTTARAKHAND,1383,1713121907.1747577,2024-04-15 00:41:47.174758,2024-04-15 00:41:47
UTTAR-PRADESH,19803,1713121907.1747577,2024-04-15 00:41:47.174758,2024-04-15 00:41:47
CHANDIGARH,146,1713122838.4457548,2024-04-15 00:57:18.445755,2024-04-15 00:57:18
HARYANA,5983,1713122838.4457548,2024-04-15 00:57:18.445755,2024-04-15 00:57:18
HIMACHAL,796,1713122838.4457548,2024-04-15 00:57:18.445755,2024-04-15 00:57:18
J & K,1890,1713122838.4457548,2024-04-15 00:57:18.445755,2024-04-15 00:57:18
PUNJAB,4953,1713122838.4457548,2024-04-15 00:57:18.445755,2024-04-15 00:57:18
RAJASTHAN,9765,1713122838.4457548,2024-04-15 00:57:18.445755,2024-04-15 00:57:18
UTTARAKHAND,1355,1713122838.4457548,2024-04-15 00:57:18.445755,2024-04-15 00:57:18
UTTAR-PRADESH,19723,1713122838.4457548,2024-04-15 00:57:18.445755,2024-04-15 00:57:18
CHANDIGARH,144,1713123707.4349406,2024-04-15 01:11:47.434941,2024-04-15 01:11:47
HARYANA,5919,1713123707.4349406,2024-04-15 01:11:47.434941,2024-04-15 01:11:47
HIMACHAL,853,1713123707.4349406,2024-04-15 01:11:47.434941,2024-04-15 01:11:47
J & K,1867,1713123707.4349406,2024-04-15 01:11:47.434941,2024-04-15 01:11:47
PUNJAB,4920,1713123707.4349406,2024-04-15 01:11:47.434941,2024-04-15 01:11:47
RAJASTHAN,9640,1713123707.4349406,2024-04-15 01:11:47.434941,2024-04-15 01:11:47
UTTARAKHAND,1389,1713123707.4349406,2024-04-15 01:11:47.434941,2024-04-15 01:11:47
UTTAR-PRADESH,19580,1713123707.4349406,2024-04-15 01:11:47.434941,2024-04-15 01:11:47
CHANDIGARH,141,1713124649.711624,2024-04-15 01:27:29.711624,2024-04-15 01:27:29
HARYANA,5887,1713124649.711624,2024-04-15 01:27:29.711624,2024-04-15 01:27:29
HIMACHAL,910,1713124649.711624,2024-04-15 01:27:29.711624,2024-04-15 01:27:29
J & K,1816,1713124649.711624,2024-04-15 01:27:29.711624,2024-04-15 01:27:29
PUNJAB,4946,1713124649.711624,2024-04-15 01:27:29.711624,2024-04-15 01:27:29
RAJASTHAN,9592,1713124649.711624,2024-04-15 01:27:29.711624,2024-04-15 01:27:29
UTTARAKHAND,1379,1713124649.711624,2024-04-15 01:27:29.711624,2024-04-15 01:27:29
UTTAR-PRADESH,19402,1713124649.711624,2024-04-15 01:27:29.711624,2024-04-15 01:27:29
CHANDIGARH,139,1713125508.910162,2024-04-15 01:41:48.910162,2024-04-15 01:41:48
HARYANA,5794,1713125508.910162,2024-04-15 01:41:48.910162,2024-04-15 01:41:48
HIMACHAL,852,1713125508.910162,2024-04-15 01:41:48.910162,2024-04-15 01:41:48
J & K,1784,1713125508.910162,2024-04-15 01:41:48.910162,2024-04-15 01:41:48
PUNJAB,4916,1713125508.910162,2024-04-15 01:41:48.910162,2024-04-15 01:41:48
RAJASTHAN,9565,1713125508.910162,2024-04-15 01:41:48.910162,2024-04-15 01:41:48
UTTARAKHAND,1389,1713125508.910162,2024-04-15 01:41:48.910162,2024-04-15 01:41:48
UTTAR-PRADESH,19265,1713125508.910162,2024-04-15 01:41:48.910162,2024-04-15 01:41:48
CHANDIGARH,139,1713126407.9076316,2024-04-15 01:56:47.907632,2024-04-15 01:56:47
HARYANA,5825,1713126407.9076316,2024-04-15 01:56:47.907632,2024-04-15 01:56:47
