State,Value,Timestamp,Datetime,Formatted Date
J & K,2161,1713261439.147305,2024-04-16 15:27:19.147305,2024-04-16 15:27:19
PUNJAB,5760,1713261439.147305,2024-04-16 15:27:19.147305,2024-04-16 15:27:19
RAJASTHAN,12260,1713261439.147305,2024-04-16 15:27:19.147305,2024-04-16 15:27:19
UTTARAKHAND,1482,1713261439.147305,2024-04-16 15:27:19.147305,2024-04-16 15:27:19
UTTAR-PRADESH,13592,1713261439.147305,2024-04-16 15:27:19.147305,2024-04-16 15:27:19
CHANDIGARH,217,1713262307.5459256,2024-04-16 15:41:47.545926,2024-04-16 15:41:47
HARYANA,5965,1713262307.5459256,2024-04-16 15:41:47.545926,2024-04-16 15:41:47
HIMACHAL,1227,1713262307.5459256,2024-04-16 15:41:47.545926,2024-04-16 15:41:47
J & K,2149,1713262307.5459256,2024-04-16 15:41:47.545926,2024-04-16 15:41:47
PUNJAB,5839,1713262307.5459256,2024-04-16 15:41:47.545926,2024-04-16 15:41:47
RAJASTHAN,12319,1713262307.5459256,2024-04-16 15:41:47.545926,2024-04-16 15:41:47
UTTARAKHAND,1529,1713262307.5459256,2024-04-16 15:41:47.545926,2024-04-16 15:41:47
UTTAR-PRADESH,13546,1713262307.5459256,2024-04-16 15:41:47.545926,2024-04-16 15:41:47
CHANDIGARH,218,1713263207.9418278,2024-04-16 15:56:47.941828,2024-04-16 15:56:47
HARYANA,6090,1713263207.9418278,2024-04-16 15:56:47.941828,2024-04-16 15:56:47
HIMACHAL,1211,1713263207.9418278,2024-04-16 15:56:47.941828,2024-04-16 15:56:47
J & K,2125,1713263207.9418278,2024-04-16 15:56:47.941828,2024-04-16 15:56:47
PUNJAB,5883,1713263207.9418278,2024-04-16 15:56:47.941828,2024-04-16 15:56:47
RAJASTHAN,12254,1713263207.9418278,2024-04-16 15:56:47.941828,2024-04-16 15:56:47
UTTARAKHAND,1551,1713263207.9418278,2024-04-16 15:56:47.941828,2024-04-16 15:56:47
UTTAR-PRADESH,13592,1713263207.9418278,2024-04-16 15:56:47.941828,2024-04-16 15:56:47
CHANDIGARH,216,1713264139.0766191,2024-04-16 16:12:19.076619,2024-04-16 16:12:19
HARYANA,5826,1713264139.0766191,2024-04-16 16:12:19.076619,2024-04-16 16:12:19
HIMACHAL,1228,1713264139.0766191,2024-04-16 16:12:19.076619,2024-04-16 16:12:19
J & K,2091,1713264139.0766191,2024-04-16 16:12:19.076619,2024-04-16 16:12:19
PUNJAB,5878,1713264139.0766191,2024-04-16 16:12:19.076619,2024-04-16 16:12:19
RAJASTHAN,11925,1713264139.0766191,2024-04-16 16:12:19.076619,2024-04-16 16:12:19
UTTARAKHAND,1592,1713264139.0766191,2024-04-16 16:12:19.076619,2024-04-16 16:12:19
UTTAR-PRADESH,13603,1713264139.0766191,2024-04-16 16:12:19.076619,2024-04-16 16:12:19
CHANDIGARH,222,1713265007.5813494,2024-04-16 16:26:47.581349,2024-04-16 16:26:47
HARYANA,5722,1713265007.5813494,2024-04-16 16:26:47.581349,2024-04-16 16:26:47
HIMACHAL,1134,1713265007.5813494,2024-04-16 16:26:47.581349,2024-04-16 16:26:47
J & K,2015,1713265007.5813494,2024-04-16 16:26:47.581349,2024-04-16 16:26:47
PUNJAB,5989,1713265007.5813494,2024-04-16 16:26:47.581349,2024-04-16 16:26:47
RAJASTHAN,11855,1713265007.5813494,2024-04-16 16:26:47.581349,2024-04-16 16:26:47
UTTARAKHAND,1633,1713265007.5813494,2024-04-16 16:26:47.581349,2024-04-16 16:26:47
UTTAR-PRADESH,13521,1713265007.5813494,2024-04-16 16:26:47.581349,2024-04-16 16:26:47
CHANDIGARH,222,1713265978.8752282,2024-04-16 16:42:58.875228,2024-04-16 16:42:58
HARYANA,5811,1713265978.8752282,2024-04-16 16:42:58.875228,2024-04-16 16:42:58
HIMACHAL,1253,1713265978.8752282,2024-04-16 16:42:58.875228,2024-04-16 16:42:58
J & K,2070,1713265978.8752282,2024-04-16 16:42:58.875228,2024-04-16 16:42:58
PUNJAB,5999,1713265978.8752282,2024-04-16 16:42:58.875228,2024-04-16 16:42:58
RAJASTHAN,11761,1713265978.8752282,2024-04-16 16:42:58.875228,2024-04-16 16:42:58
UTTARAKHAND,1660,1713265978.8752282,2024-04-16 16:42:58.875228,2024-04-16 16:42:58
UTTAR-PRADESH,13745,1713265978.8752282,2024-04-16 16:42:58.875228,2024-04-16 16:42:58
CHANDIGARH,217,1713266807.4852827,2024-04-16 16:56:47.485283,2024-04-16 16:56:47
HARYANA,5912,1713266807.4852827,2024-04-16 16:56:47.485283,2024-04-16 16:56:47
HIMACHAL,1242,1713266807.4852827,2024-04-16 16:56:47.485283,2024-04-16 16:56:47
J & K,2148,1713266807.4852827,2024-04-16 16:56:47.485283,2024-04-16 16:56:47
PUNJAB,6073,1713266807.4852827,2024-04-16 16:56:47.485283,2024-04-16 16:56:47
RAJASTHAN,11596,1713266807.4852827,2024-04-16 16:56:47.485283,2024-04-16 16:56:47
UTTARAKHAND,1670,1713266807.4852827,2024-04-16 16:56:47.485283,2024-04-16 16:56:47
UTTAR-PRADESH,13938,1713266807.4852827,2024-04-16 16:56:47.485283,2024-04-16 16:56:47
CHANDIGARH,223,1713267738.9877317,2024-04-16 17:12:18.987732,2024-04-16 17:12:18
HARYANA,6035,1713267738.9877317,2024-04-16 17:12:18.987732,2024-04-16 17:12:18
HIMACHAL,1227,1713267738.9877317,2024-04-16 17:12:18.987732,2024-04-16 17:12:18
J & K,2204,1713267738.9877317,2024-04-16 17:12:18.987732,2024-04-16 17:12:18
PUNJAB,6066,1713267738.9877317,2024-04-16 17:12:18.987732,2024-04-16 17:12:18
RAJASTHAN,11347,1713267738.9877317,2024-04-16 17:12:18.987732,2024-04-16 17:12:18
UTTARAKHAND,1693,1713267738.9877317,2024-04-16 17:12:18.987732,2024-04-16 17:12:18
UTTAR-PRADESH,14265,1713267738.9877317,2024-04-16 17:12:18.987732,2024-04-16 17:12:18
CHANDIGARH,217,1713268607.486346,2024-04-16 17:26:47.486346,2024-04-16 17:26:47
HARYANA,6151,1713268607.486346,2024-04-16 17:26:47.486346,2024-04-16 17:26:47
HIMACHAL,1248,1713268607.486346,2024-04-16 17:26:47.486346,2024-04-16 17:26:47
J & K,2213,1713268607.486346,2024-04-16 17:26:47.486346,2024-04-16 17:26:47
PUNJAB,6127,1713268607.486346,2024-04-16 17:26:47.486346,2024-04-16 17:26:47
RAJASTHAN,11272,1713268607.486346,2024-04-16 17:26:47.486346,2024-04-16 17:26:47
UTTARAKHAND,1751,1713268607.486346,2024-04-16 17:26:47.486346,2024-04-16 17:26:47
UTTAR-PRADESH,14688,1713268607.486346,2024-04-16 17:26:47.486346,2024-04-16 17:26:47
CHANDIGARH,216,1713269507.7957976,2024-04-16 17:41:47.795798,2024-04-16 17:41:47
HARYANA,6208,1713269507.7957976,2024-04-16 17:41:47.795798,2024-04-16 17:41:47
HIMACHAL,1308,1713269507.7957976,2024-04-16 17:41:47.795798,2024-04-16 17:41:47
J & K,2221,1713269507.7957976,2024-04-16 17:41:47.795798,2024-04-16 17:41:47
PUNJAB,6223,1713269507.7957976,2024-04-16 17:41:47.795798,2024-04-16 17:41:47
RAJASTHAN,11114,1713269507.7957976,2024-04-16 17:41:47.795798,2024-04-16 17:41:47
UTTARAKHAND,1776,1713269507.7957976,2024-04-16 17:41:47.795798,2024-04-16 17:41:47
UTTAR-PRADESH,15193,1713269507.7957976,2024-04-16 17:41:47.795798,2024-04-16 17:41:47
CHANDIGARH,216,1713270407.2995956,2024-04-16 17:56:47.299596,2024-04-16 17:56:47
HARYANA,6195,1713270407.2995956,2024-04-16 17:56:47.299596,2024-04-16 17:56:47
HIMACHAL,1316,1713270407.2995956,2024-04-16 17:56:47.299596,2024-04-16 17:56:47
J & K,2046,1713270407.2995956,2024-04-16 17:56:47.299596,2024-04-16 17:56:47
PUNJAB,6213,1713270407.2995956,2024-04-16 17:56:47.299596,2024-04-16 17:56:47
RAJASTHAN,11007,1713270407.2995956,2024-04-16 17:56:47.299596,2024-04-16 17:56:47
UTTARAKHAND,1775,1713270407.2995956,2024-04-16 17:56:47.299596,2024-04-16 17:56:47
UTTAR-PRADESH,15781,1713270407.2995956,2024-04-16 17:56:47.299596,2024-04-16 17:56:47
CHANDIGARH,213,1713271338.8816245,2024-04-16 18:12:18.881624,2024-04-16 18:12:18
HARYANA,6681,1713271338.8816245,2024-04-16 18:12:18.881624,2024-04-16 18:12:18
HIMACHAL,1258,1713271338.8816245,2024-04-16 18:12:18.881624,2024-04-16 18:12:18
J & K,2169,1713271338.8816245,2024-04-16 18:12:18.881624,2024-04-16 18:12:18
PUNJAB,6317,1713271338.8816245,2024-04-16 18:12:18.881624,2024-04-16 18:12:18
RAJASTHAN,10767,1713271338.8816245,2024-04-16 18:12:18.881624,2024-04-16 18:12:18
UTTARAKHAND,1795,1713271338.8816245,2024-04-16 18:12:18.881624,2024-04-16 18:12:18
UTTAR-PRADESH,16871,1713271338.8816245,2024-04-16 18:12:18.881624,2024-04-16 18:12:18
CHANDIGARH,217,1713272207.5753496,2024-04-16 18:26:47.575350,2024-04-16 18:26:47
HARYANA,6986,1713272207.5753496,2024-04-16 18:26:47.575350,2024-04-16 18:26:47
HIMACHAL,1300,1713272207.5753496,2024-04-16 18:26:47.575350,2024-04-16 18:26:47
J & K,2200,1713272207.5753496,2024-04-16 18:26:47.575350,2024-04-16 18:26:47
PUNJAB,6385,1713272207.5753496,2024-04-16 18:26:47.575350,2024-04-16 18:26:47
RAJASTHAN,10527,1713272207.5753496,2024-04-16 18:26:47.575350,2024-04-16 18:26:47
UTTARAKHAND,1805,1713272207.5753496,2024-04-16 18:26:47.575350,2024-04-16 18:26:47
UTTAR-PRADESH,17754,1713272207.5753496,2024-04-16 18:26:47.575350,2024-04-16 18:26:47
CHANDIGARH,217,1713273108.0729911,2024-04-16 18:41:48.072991,2024-04-16 18:41:48
HARYANA,7171,1713273108.0729911,2024-04-16 18:41:48.072991,2024-04-16 18:41:48
HIMACHAL,1279,1713273108.0729911,2024-04-16 18:41:48.072991,2024-04-16 18:41:48
J & K,2300,1713273108.0729911,2024-04-16 18:41:48.072991,2024-04-16 18:41:48
PUNJAB,6537,1713273108.0729911,2024-04-16 18:41:48.072991,2024-04-16 18:41:48
RAJASTHAN,10435,1713273108.0729911,2024-04-16 18:41:48.072991,2024-04-16 18:41:48
UTTARAKHAND,1899,1713273108.0729911,2024-04-16 18:41:48.072991,2024-04-16 18:41:48
UTTAR-PRADESH,18706,1713273108.0729911,2024-04-16 18:41:48.072991,2024-04-16 18:41:48
CHANDIGARH,220,1713274007.372374,2024-04-16 18:56:47.372374,2024-04-16 18:56:47
HARYANA,7429,1713274007.372374,2024-04-16 18:56:47.372374,2024-04-16 18:56:47
HIMACHAL,1291,1713274007.372374,2024-04-16 18:56:47.372374,2024-04-16 18:56:47
J & K,2287,1713274007.372374,2024-04-16 18:56:47.372374,2024-04-16 18:56:47
PUNJAB,6718,1713274007.372374,2024-04-16 18:56:47.372374,2024-04-16 18:56:47
RAJASTHAN,10624,1713274007.372374,2024-04-16 18:56:47.372374,2024-04-16 18:56:47
UTTARAKHAND,1894,1713274007.372374,2024-04-16 18:56:47.372374,2024-04-16 18:56:47
UTTAR-PRADESH,19903,1713274007.372374,2024-04-16 18:56:47.372374,2024-04-16 18:56:47
CHANDIGARH,225,1713275848.7469897,2024-04-16 19:27:28.746990,2024-04-16 19:27:28
HARYANA,8131,1713275848.7469897,2024-04-16 19:27:28.746990,2024-04-16 19:27:28
HIMACHAL,1363,1713275848.7469897,2024-04-16 19:27:28.746990,2024-04-16 19:27:28
J & K,2237,1713275848.7469897,2024-04-16 19:27:28.746990,2024-04-16 19:27:28
PUNJAB,7102,1713275848.7469897,2024-04-16 19:27:28.746990,2024-04-16 19:27:28
RAJASTHAN,11230,1713275848.7469897,2024-04-16 19:27:28.746990,2024-04-16 19:27:28
UTTARAKHAND,1980,1713275848.7469897,2024-04-16 19:27:28.746990,2024-04-16 19:27:28
UTTAR-PRADESH,21970,1713275848.7469897,2024-04-16 19:27:28.746990,2024-04-16 19:27:28
CHANDIGARH,223,1713276707.6376154,2024-04-16 19:41:47.637615,2024-04-16 19:41:47
HARYANA,8082,1713276707.6376154,2024-04-16 19:41:47.637615,2024-04-16 19:41:47
HIMACHAL,1340,1713276707.6376154,2024-04-16 19:41:47.637615,2024-04-16 19:41:47
J & K,2229,1713276707.6376154,2024-04-16 19:41:47.637615,2024-04-16 19:41:47
PUNJAB,7195,1713276707.6376154,2024-04-16 19:41:47.637615,2024-04-16 19:41:47
RAJASTHAN,11402,1713276707.6376154,2024-04-16 19:41:47.637615,2024-04-16 19:41:47
UTTARAKHAND,1969,1713276707.6376154,2024-04-16 19:41:47.637615,2024-04-16 19:41:47
UTTAR-PRADESH,22392,1713276707.6376154,2024-04-16 19:41:47.637615,2024-04-16 19:41:47
CHANDIGARH,223,1713277607.7447472,2024-04-16 19:56:47.744747,2024-04-16 19:56:47
HARYANA,8016,1713277607.7447472,2024-04-16 19:56:47.744747,2024-04-16 19:56:47
HIMACHAL,1348,1713277607.7447472,2024-04-16 19:56:47.744747,2024-04-16 19:56:47
J & K,2309,1713277607.7447472,2024-04-16 19:56:47.744747,2024-04-16 19:56:47
PUNJAB,7091,1713277607.7447472,2024-04-16 19:56:47.744747,2024-04-16 19:56:47
RAJASTHAN,11433,1713277607.7447472,2024-04-16 19:56:47.744747,2024-04-16 19:56:47
UTTARAKHAND,1979,1713277607.7447472,2024-04-16 19:56:47.744747,2024-04-16 19:56:47
UTTAR-PRADESH,22649,1713277607.7447472,2024-04-16 19:56:47.744747,2024-04-16 19:56:47
CHANDIGARH,214,1713278507.4490392,2024-04-16 20:11:47.449039,2024-04-16 20:11:47
HARYANA,8044,1713278507.4490392,2024-04-16 20:11:47.449039,2024-04-16 20:11:47
HIMACHAL,1319,1713278507.4490392,2024-04-16 20:11:47.449039,2024-04-16 20:11:47
J & K,2364,1713278507.4490392,2024-04-16 20:11:47.449039,2024-04-16 20:11:47
PUNJAB,6775,1713278507.4490392,2024-04-16 20:11:47.449039,2024-04-16 20:11:47
RAJASTHAN,11318,1713278507.4490392,2024-04-16 20:11:47.449039,2024-04-16 20:11:47
UTTARAKHAND,1923,1713278507.4490392,2024-04-16 20:11:47.449039,2024-04-16 20:11:47
UTTAR-PRADESH,22653,1713278507.4490392,2024-04-16 20:11:47.449039,2024-04-16 20:11:47
CHANDIGARH,212,1713279407.237556,2024-04-16 20:26:47.237556,2024-04-16 20:26:47
HARYANA,8210,1713279407.237556,2024-04-16 20:26:47.237556,2024-04-16 20:26:47
HIMACHAL,1314,1713279407.237556,2024-04-16 20:26:47.237556,2024-04-16 20:26:47
J & K,2506,1713279407.237556,2024-04-16 20:26:47.237556,2024-04-16 20:26:47
PUNJAB,6680,1713279407.237556,2024-04-16 20:26:47.237556,2024-04-16 20:26:47
RAJASTHAN,11228,1713279407.237556,2024-04-16 20:26:47.237556,2024-04-16 20:26:47
UTTARAKHAND,1880,1713279407.237556,2024-04-16 20:26:47.237556,2024-04-16 20:26:47
UTTAR-PRADESH,22653,1713279407.237556,2024-04-16 20:26:47.237556,2024-04-16 20:26:47
CHANDIGARH,207,1713280342.6898854,2024-04-16 20:42:22.689885,2024-04-16 20:42:22
HARYANA,8286,1713280342.6898854,2024-04-16 20:42:22.689885,2024-04-16 20:42:22
HIMACHAL,1292,1713280342.6898854,2024-04-16 20:42:22.689885,2024-04-16 20:42:22
J & K,2529,1713280342.6898854,2024-04-16 20:42:22.689885,2024-04-16 20:42:22
PUNJAB,6567,1713280342.6898854,2024-04-16 20:42:22.689885,2024-04-16 20:42:22
RAJASTHAN,11168,1713280342.6898854,2024-04-16 20:42:22.689885,2024-04-16 20:42:22
UTTARAKHAND,1880,1713280342.6898854,2024-04-16 20:42:22.689885,2024-04-16 20:42:22
UTTAR-PRADESH,22549,1713280342.6898854,2024-04-16 20:42:22.689885,2024-04-16 20:42:22
CHANDIGARH,204,1713281207.6977367,2024-04-16 20:56:47.697737,2024-04-16 20:56:47
HARYANA,8403,1713281207.6977367,2024-04-16 20:56:47.697737,2024-04-16 20:56:47
HIMACHAL,1252,1713281207.6977367,2024-04-16 20:56:47.697737,2024-04-16 20:56:47
J & K,2461,1713281207.6977367,2024-04-16 20:56:47.697737,2024-04-16 20:56:47
PUNJAB,6491,1713281207.6977367,2024-04-16 20:56:47.697737,2024-04-16 20:56:47
RAJASTHAN,11139,1713281207.6977367,2024-04-16 20:56:47.697737,2024-04-16 20:56:47
UTTARAKHAND,1840,1713281207.6977367,2024-04-16 20:56:47.697737,2024-04-16 20:56:47
UTTAR-PRADESH,22575,1713281207.6977367,2024-04-16 20:56:47.697737,2024-04-16 20:56:47
CHANDIGARH,194,1713282107.590822,2024-04-16 21:11:47.590822,2024-04-16 21:11:47
HARYANA,8401,1713282107.590822,2024-04-16 21:11:47.590822,2024-04-16 21:11:47
HIMACHAL,1249,1713282107.590822,2024-04-16 21:11:47.590822,2024-04-16 21:11:47
J & K,2487,1713282107.590822,2024-04-16 21:11:47.590822,2024-04-16 21:11:47
PUNJAB,6413,1713282107.590822,2024-04-16 21:11:47.590822,2024-04-16 21:11:47
RAJASTHAN,11119,1713282107.590822,2024-04-16 21:11:47.590822,2024-04-16 21:11:47
UTTARAKHAND,1812,1713282107.590822,2024-04-16 21:11:47.590822,2024-04-16 21:11:47
UTTAR-PRADESH,22538,1713282107.590822,2024-04-16 21:11:47.590822,2024-04-16 21:11:47
CHANDIGARH,192,1713283038.7052448,2024-04-16 21:27:18.705245,2024-04-16 21:27:18
HARYANA,8382,1713283038.7052448,2024-04-16 21:27:18.705245,2024-04-16 21:27:18
HIMACHAL,1255,1713283038.7052448,2024-04-16 21:27:18.705245,2024-04-16 21:27:18
J & K,2520,1713283038.7052448,2024-04-16 21:27:18.705245,2024-04-16 21:27:18
PUNJAB,6297,1713283038.7052448,2024-04-16 21:27:18.705245,2024-04-16 21:27:18
RAJASTHAN,11071,1713283038.7052448,2024-04-16 21:27:18.705245,2024-04-16 21:27:18
UTTARAKHAND,1801,1713283038.7052448,2024-04-16 21:27:18.705245,2024-04-16 21:27:18
UTTAR-PRADESH,22583,1713283038.7052448,2024-04-16 21:27:18.705245,2024-04-16 21:27:18
CHANDIGARH,187,1713283907.706016,2024-04-16 21:41:47.706016,2024-04-16 21:41:47
HARYANA,8390,1713283907.706016,2024-04-16 21:41:47.706016,2024-04-16 21:41:47
HIMACHAL,1214,1713283907.706016,2024-04-16 21:41:47.706016,2024-04-16 21:41:47
J & K,2498,1713283907.706016,2024-04-16 21:41:47.706016,2024-04-16 21:41:47
PUNJAB,6248,1713283907.706016,2024-04-16 21:41:47.706016,2024-04-16 21:41:47
RAJASTHAN,11051,1713283907.706016,2024-04-16 21:41:47.706016,2024-04-16 21:41:47
UTTARAKHAND,1780,1713283907.706016,2024-04-16 21:41:47.706016,2024-04-16 21:41:47
UTTAR-PRADESH,22620,1713283907.706016,2024-04-16 21:41:47.706016,2024-04-16 21:41:47
CHANDIGARH,185,1713284807.5111022,2024-04-16 21:56:47.511102,2024-04-16 21:56:47
HARYANA,8308,1713284807.5111022,2024-04-16 21:56:47.511102,2024-04-16 21:56:47
HIMACHAL,1212,1713284807.5111022,2024-04-16 21:56:47.511102,2024-04-16 21:56:47
J & K,2364,1713284807.5111022,2024-04-16 21:56:47.511102,2024-04-16 21:56:47
PUNJAB,6164,1713284807.5111022,2024-04-16 21:56:47.511102,2024-04-16 21:56:47
RAJASTHAN,11010,1713284807.5111022,2024-04-16 21:56:47.511102,2024-04-16 21:56:47
UTTARAKHAND,1760,1713284807.5111022,2024-04-16 21:56:47.511102,2024-04-16 21:56:47
UTTAR-PRADESH,22562,1713284807.5111022,2024-04-16 21:56:47.511102,2024-04-16 21:56:47
CHANDIGARH,182,1713285738.8833125,2024-04-16 22:12:18.883312,2024-04-16 22:12:18
HARYANA,8218,1713285738.8833125,2024-04-16 22:12:18.883312,2024-04-16 22:12:18
HIMACHAL,1173,1713285738.8833125,2024-04-16 22:12:18.883312,2024-04-16 22:12:18
J & K,2421,1713285738.8833125,2024-04-16 22:12:18.883312,2024-04-16 22:12:18
PUNJAB,6085,1713285738.8833125,2024-04-16 22:12:18.883312,2024-04-16 22:12:18
RAJASTHAN,11041,1713285738.8833125,2024-04-16 22:12:18.883312,2024-04-16 22:12:18
UTTARAKHAND,1718,1713285738.8833125,2024-04-16 22:12:18.883312,2024-04-16 22:12:18
UTTAR-PRADESH,22514,1713285738.8833125,2024-04-16 22:12:18.883312,2024-04-16 22:12:18
CHANDIGARH,180,1713286607.5737488,2024-04-16 22:26:47.573749,2024-04-16 22:26:47
HARYANA,8212,1713286607.5737488,2024-04-16 22:26:47.573749,2024-04-16 22:26:47
HIMACHAL,1146,1713286607.5737488,2024-04-16 22:26:47.573749,2024-04-16 22:26:47
J & K,2326,1713286607.5737488,2024-04-16 22:26:47.573749,2024-04-16 22:26:47
PUNJAB,6011,1713286607.5737488,2024-04-16 22:26:47.573749,2024-04-16 22:26:47
RAJASTHAN,11372,1713286607.5737488,2024-04-16 22:26:47.573749,2024-04-16 22:26:47
UTTARAKHAND,1733,1713286607.5737488,2024-04-16 22:26:47.573749,2024-04-16 22:26:47
UTTAR-PRADESH,22558,1713286607.5737488,2024-04-16 22:26:47.573749,2024-04-16 22:26:47
CHANDIGARH,178,1713287507.872942,2024-04-16 22:41:47.872942,2024-04-16 22:41:47
HARYANA,8079,1713287507.872942,2024-04-16 22:41:47.872942,2024-04-16 22:41:47
HIMACHAL,1147,1713287507.872942,2024-04-16 22:41:47.872942,2024-04-16 22:41:47
J & K,2354,1713287507.872942,2024-04-16 22:41:47.872942,2024-04-16 22:41:47
PUNJAB,5990,1713287507.872942,2024-04-16 22:41:47.872942,2024-04-16 22:41:47
RAJASTHAN,11411,1713287507.872942,2024-04-16 22:41:47.872942,2024-04-16 22:41:47
UTTARAKHAND,1691,1713287507.872942,2024-04-16 22:41:47.872942,2024-04-16 22:41:47
UTTAR-PRADESH,22429,1713287507.872942,2024-04-16 22:41:47.872942,2024-04-16 22:41:47
CHANDIGARH,175,1713288407.3773284,2024-04-16 22:56:47.377328,2024-04-16 22:56:47
HARYANA,7956,1713288407.3773284,2024-04-16 22:56:47.377328,2024-04-16 22:56:47
HIMACHAL,1156,1713288407.3773284,2024-04-16 22:56:47.377328,2024-04-16 22:56:47
J & K,2206,1713288407.3773284,2024-04-16 22:56:47.377328,2024-04-16 22:56:47
PUNJAB,5941,1713288407.3773284,2024-04-16 22:56:47.377328,2024-04-16 22:56:47
RAJASTHAN,11276,1713288407.3773284,2024-04-16 22:56:47.377328,2024-04-16 22:56:47
UTTARAKHAND,1682,1713288407.3773284,2024-04-16 22:56:47.377328,2024-04-16 22:56:47
UTTAR-PRADESH,22365,1713288407.3773284,2024-04-16 22:56:47.377328,2024-04-16 22:56:47
CHANDIGARH,174,1713289307.0754585,2024-04-16 23:11:47.075459,2024-04-16 23:11:47
HARYANA,7871,1713289307.0754585,2024-04-16 23:11:47.075459,2024-04-16 23:11:47
HIMACHAL,1093,1713289307.0754585,2024-04-16 23:11:47.075459,2024-04-16 23:11:47
J & K,2142,1713289307.0754585,2024-04-16 23:11:47.075459,2024-04-16 23:11:47
PUNJAB,5870,1713289307.0754585,2024-04-16 23:11:47.075459,2024-04-16 23:11:47
RAJASTHAN,11208,1713289307.0754585,2024-04-16 23:11:47.075459,2024-04-16 23:11:47
UTTARAKHAND,1642,1713289307.0754585,2024-04-16 23:11:47.075459,2024-04-16 23:11:47
UTTAR-PRADESH,22258,1713289307.0754585,2024-04-16 23:11:47.075459,2024-04-16 23:11:47
CHANDIGARH,170,1713290239.0325246,2024-04-16 23:27:19.032525,2024-04-16 23:27:19
HARYANA,7795,1713290239.0325246,2024-04-16 23:27:19.032525,2024-04-16 23:27:19
HIMACHAL,1074,1713290239.0325246,2024-04-16 23:27:19.032525,2024-04-16 23:27:19
J & K,2077,1713290239.0325246,2024-04-16 23:27:19.032525,2024-04-16 23:27:19
PUNJAB,5826,1713290239.0325246,2024-04-16 23:27:19.032525,2024-04-16 23:27:19
RAJASTHAN,11151,1713290239.0325246,2024-04-16 23:27:19.032525,2024-04-16 23:27:19
UTTARAKHAND,1614,1713290239.0325246,2024-04-16 23:27:19.032525,2024-04-16 23:27:19
UTTAR-PRADESH,22180,1713290239.0325246,2024-04-16 23:27:19.032525,2024-04-16 23:27:19
CHANDIGARH,169,1713291107.830373,2024-04-16 23:41:47.830373,2024-04-16 23:41:47
HARYANA,7638,1713291107.830373,2024-04-16 23:41:47.830373,2024-04-16 23:41:47
HIMACHAL,1063,1713291107.830373,2024-04-16 23:41:47.830373,2024-04-16 23:41:47
J & K,2064,1713291107.830373,2024-04-16 23:41:47.830373,2024-04-16 23:41:47
PUNJAB,5740,1713291107.830373,2024-04-16 23:41:47.830373,2024-04-16 23:41:47
RAJASTHAN,11047,1713291107.830373,2024-04-16 23:41:47.830373,2024-04-16 23:41:47
UTTARAKHAND,1593,1713291107.830373,2024-04-16 23:41:47.830373,2024-04-16 23:41:47
UTTAR-PRADESH,21888,1713291107.830373,2024-04-16 23:41:47.830373,2024-04-16 23:41:47
CHANDIGARH,164,1713292058.5813136,2024-04-16 23:57:38.581314,2024-04-16 23:57:38
HARYANA,7550,1713292058.5813136,2024-04-16 23:57:38.581314,2024-04-16 23:57:38
HIMACHAL,1021,1713292058.5813136,2024-04-16 23:57:38.581314,2024-04-16 23:57:38
J & K,1984,1713292058.5813136,2024-04-16 23:57:38.581314,2024-04-16 23:57:38
PUNJAB,5707,1713292058.5813136,2024-04-16 23:57:38.581314,2024-04-16 23:57:38
RAJASTHAN,10951,1713292058.5813136,2024-04-16 23:57:38.581314,2024-04-16 23:57:38
UTTARAKHAND,1600,1713292058.5813136,2024-04-16 23:57:38.581314,2024-04-16 23:57:38
UTTAR-PRADESH,21763,1713292058.5813136,2024-04-16 23:57:38.581314,2024-04-16 23:57:38
CHANDIGARH,161,1713292907.5720987,2024-04-17 00:11:47.572099,2024-04-17 00:11:47
HARYANA,7457,1713292907.5720987,2024-04-17 00:11:47.572099,2024-04-17 00:11:47
HIMACHAL,1002,1713292907.5720987,2024-04-17 00:11:47.572099,2024-04-17 00:11:47
J & K,2106,1713292907.5720987,2024-04-17 00:11:47.572099,2024-04-17 00:11:47
PUNJAB,5675,1713292907.5720987,2024-04-17 00:11:47.572099,2024-04-17 00:11:47
RAJASTHAN,10850,1713292907.5720987,2024-04-17 00:11:47.572099,2024-04-17 00:11:47
UTTARAKHAND,1554,1713292907.5720987,2024-04-17 00:11:47.572099,2024-04-17 00:11:47
UTTAR-PRADESH,21638,1713292907.5720987,2024-04-17 00:11:47.572099,2024-04-17 00:11:47
CHANDIGARH,158,1713293838.906454,2024-04-17 00:27:18.906454,2024-04-17 00:27:18
HARYANA,7390,1713293838.906454,2024-04-17 00:27:18.906454,2024-04-17 00:27:18
HIMACHAL,963,1713293838.906454,2024-04-17 00:27:18.906454,2024-04-17 00:27:18
J & K,2031,1713293838.906454,2024-04-17 00:27:18.906454,2024-04-17 00:27:18
PUNJAB,5597,1713293838.906454,2024-04-17 00:27:18.906454,2024-04-17 00:27:18
RAJASTHAN,10778,1713293838.906454,2024-04-17 00:27:18.906454,2024-04-17 00:27:18
UTTARAKHAND,1545,1713293838.906454,2024-04-17 00:27:18.906454,2024-04-17 00:27:18
UTTAR-PRADESH,21405,1713293838.906454,2024-04-17 00:27:18.906454,2024-04-17 00:27:18
CHANDIGARH,157,1713294707.511079,2024-04-17 00:41:47.511079,2024-04-17 00:41:47
