state,load_value,time
UTTAR-PRADESH,15666,1713327106.9951634
CHANDIGARH,158,1713328048.5125816
HARYANA,5497,1713328048.5125816
HIMACHAL,1616,1713328048.5125816
J & K,2410,1713328048.5125816
PUNJAB,6500,1713328048.5125816
RAJASTHAN,13472,1713328048.5125816
UTTARAKHAND,1610,1713328048.5125816
UTTAR-PRADESH,15467,1713328048.5125816
CHANDIGARH,161,1713328907.616516
HARYANA,5546,1713328907.616516
HIMACHAL,1591,1713328907.616516
J & K,2369,1713328907.616516
PUNJAB,6413,1713328907.616516
RAJASTHAN,13100,1713328907.616516
UTTARAKHAND,1573,1713328907.616516
UTTAR-PRADESH,15147,1713328907.616516
CHANDIGARH,163,1713329807.6161852
HARYANA,5495,1713329807.6161852
HIMACHAL,1539,1713329807.6161852
J & K,2158,1713329807.6161852
PUNJAB,6342,1713329807.6161852
RAJASTHAN,13284,1713329807.6161852
UTTARAKHAND,1573,1713329807.6161852
UTTAR-PRADESH,14917,1713329807.6161852
CHANDIGARH,163,1713330707.109156
HARYANA,5466,1713330707.109156
HIMACHAL,1525,1713330707.109156
J & K,2200,1713330707.109156
PUNJAB,6242,1713330707.109156
RAJASTHAN,13260,1713330707.109156
UTTARAKHAND,1533,1713330707.109156
UTTAR-PRADESH,14502,1713330707.109156
CHANDIGARH,162,1713331607.3112986
HARYANA,5477,1713331607.3112986
HIMACHAL,1483,1713331607.3112986
J & K,2142,1713331607.3112986
PUNJAB,6132,1713331607.3112986
RAJASTHAN,13261,1713331607.3112986
UTTARAKHAND,1504,1713331607.3112986
UTTAR-PRADESH,14262,1713331607.3112986
CHANDIGARH,165,1713332507.3112218
HARYANA,5415,1713332507.3112218
HIMACHAL,1485,1713332507.3112218
J & K,2071,1713332507.3112218
PUNJAB,6068,1713332507.3112218
RAJASTHAN,13070,1713332507.3112218
UTTARAKHAND,1482,1713332507.3112218
UTTAR-PRADESH,14161,1713332507.3112218
CHANDIGARH,166,1713333407.1111217
HARYANA,5434,1713333407.1111217
HIMACHAL,1512,1713333407.1111217
J & K,2063,1713333407.1111217
PUNJAB,5990,1713333407.1111217
RAJASTHAN,13137,1713333407.1111217
UTTARAKHAND,1459,1713333407.1111217
UTTAR-PRADESH,13742,1713333407.1111217
CHANDIGARH,164,1713334307.7172656
HARYANA,5417,1713334307.7172656
HIMACHAL,1504,1713334307.7172656
J & K,2112,1713334307.7172656
PUNJAB,6000,1713334307.7172656
RAJASTHAN,13040,1713334307.7172656
UTTARAKHAND,1464,1713334307.7172656
UTTAR-PRADESH,13507,1713334307.7172656
CHANDIGARH,181,1713335207.2115514
HARYANA,5348,1713335207.2115514
HIMACHAL,1416,1713335207.2115514
J & K,2144,1713335207.2115514
PUNJAB,5922,1713335207.2115514
RAJASTHAN,12993,1713335207.2115514
UTTARAKHAND,1448,1713335207.2115514
UTTAR-PRADESH,13187,1713335207.2115514
CHANDIGARH,181,1713336168.4350584
HARYANA,5324,1713336168.4350584
HIMACHAL,1475,1713336168.4350584
J & K,2101,1713336168.4350584
PUNJAB,5957,1713336168.4350584
RAJASTHAN,12729,1713336168.4350584
UTTARAKHAND,1473,1713336168.4350584
UTTAR-PRADESH,12903,1713336168.4350584
CHANDIGARH,182,1713337007.6277974
HARYANA,5436,1713337007.6277974
HIMACHAL,1441,1713337007.6277974
J & K,2162,1713337007.6277974
PUNJAB,5941,1713337007.6277974
RAJASTHAN,12497,1713337007.6277974
UTTARAKHAND,1430,1713337007.6277974
UTTAR-PRADESH,12456,1713337007.6277974
CHANDIGARH,183,1713337907.9333167
HARYANA,5455,1713337907.9333167
HIMACHAL,1468,1713337907.9333167
J & K,2111,1713337907.9333167
PUNJAB,5856,1713337907.9333167
RAJASTHAN,12447,1713337907.9333167
UTTARAKHAND,1405,1713337907.9333167
UTTAR-PRADESH,12133,1713337907.9333167
CHANDIGARH,184,1713338806.9402187
HARYANA,5437,1713338806.9402187
HIMACHAL,1466,1713338806.9402187
J & K,2099,1713338806.9402187
PUNJAB,5837,1713338806.9402187
RAJASTHAN,12249,1713338806.9402187
UTTARAKHAND,1430,1713338806.9402187
UTTAR-PRADESH,11993,1713338806.9402187
CHANDIGARH,182,1713339707.7413478
HARYANA,4967,1713339707.7413478
HIMACHAL,1353,1713339707.7413478
J & K,2013,1713339707.7413478
PUNJAB,5405,1713339707.7413478
RAJASTHAN,11893,1713339707.7413478
UTTARAKHAND,1360,1713339707.7413478
UTTAR-PRADESH,11392,1713339707.7413478
CHANDIGARH,184,1713340638.6566186
HARYANA,4924,1713340638.6566186
HIMACHAL,1329,1713340638.6566186
J & K,2058,1713340638.6566186
PUNJAB,5330,1713340638.6566186
RAJASTHAN,11737,1713340638.6566186
UTTARAKHAND,1347,1713340638.6566186
UTTAR-PRADESH,11256,1713340638.6566186
CHANDIGARH,184,1713341507.4554043
HARYANA,4948,1713341507.4554043
HIMACHAL,1309,1713341507.4554043
J & K,2114,1713341507.4554043
PUNJAB,5327,1713341507.4554043
RAJASTHAN,11669,1713341507.4554043
UTTARAKHAND,1337,1713341507.4554043
UTTAR-PRADESH,11239,1713341507.4554043
CHANDIGARH,184,1713342438.4846172
HARYANA,5243,1713342438.4846172
HIMACHAL,1325,1713342438.4846172
J & K,2064,1713342438.4846172
PUNJAB,5509,1713342438.4846172
RAJASTHAN,11665,1713342438.4846172
UTTARAKHAND,1381,1713342438.4846172
UTTAR-PRADESH,11309,1713342438.4846172
CHANDIGARH,184,1713343307.5867836
HARYANA,5290,1713343307.5867836
HIMACHAL,1294,1713343307.5867836
J & K,2168,1713343307.5867836
PUNJAB,5652,1713343307.5867836
RAJASTHAN,11830,1713343307.5867836
UTTARAKHAND,1334,1713343307.5867836
UTTAR-PRADESH,11362,1713343307.5867836
CHANDIGARH,183,1713344207.4929526
HARYANA,5393,1713344207.4929526
HIMACHAL,1294,1713344207.4929526
J & K,2044,1713344207.4929526
PUNJAB,5671,1713344207.4929526
RAJASTHAN,11872,1713344207.4929526
UTTARAKHAND,1385,1713344207.4929526
UTTAR-PRADESH,11373,1713344207.4929526
CHANDIGARH,185,1713345138.7873135
HARYANA,5470,1713345138.7873135
HIMACHAL,1299,1713345138.7873135
J & K,2040,1713345138.7873135
PUNJAB,5777,1713345138.7873135
RAJASTHAN,11600,1713345138.7873135
UTTARAKHAND,1429,1713345138.7873135
UTTAR-PRADESH,11578,1713345138.7873135
CHANDIGARH,188,1713346007.4959867
HARYANA,5505,1713346007.4959867
HIMACHAL,1295,1713346007.4959867
J & K,2078,1713346007.4959867
PUNJAB,5815,1713346007.4959867
RAJASTHAN,11585,1713346007.4959867
UTTARAKHAND,1443,1713346007.4959867
UTTAR-PRADESH,11741,1713346007.4959867
CHANDIGARH,192,1713346907.6960227
HARYANA,5558,1713346907.6960227
HIMACHAL,1290,1713346907.6960227
J & K,2043,1713346907.6960227
PUNJAB,5884,1713346907.6960227
RAJASTHAN,11461,1713346907.6960227
UTTARAKHAND,1465,1713346907.6960227
UTTAR-PRADESH,11867,1713346907.6960227
CHANDIGARH,193,1713347807.395478
HARYANA,5571,1713347807.395478
HIMACHAL,1286,1713347807.395478
J & K,2138,1713347807.395478
PUNJAB,5935,1713347807.395478
RAJASTHAN,11697,1713347807.395478
UTTARAKHAND,1478,1713347807.395478
UTTAR-PRADESH,11845,1713347807.395478
CHANDIGARH,195,1713348768.6000857
HARYANA,5666,1713348768.6000857
HIMACHAL,1289,1713348768.6000857
J & K,2181,1713348768.6000857
PUNJAB,5886,1713348768.6000857
RAJASTHAN,11372,1713348768.6000857
UTTARAKHAND,1507,1713348768.6000857
UTTAR-PRADESH,11962,1713348768.6000857
CHANDIGARH,193,1713349607.494675
HARYANA,5609,1713349607.494675
HIMACHAL,1292,1713349607.494675
J & K,2100,1713349607.494675
PUNJAB,6005,1713349607.494675
RAJASTHAN,11076,1713349607.494675
UTTARAKHAND,1510,1713349607.494675
UTTAR-PRADESH,11922,1713349607.494675
CHANDIGARH,197,1713350549.8705819
HARYANA,5614,1713350549.8705819
HIMACHAL,1296,1713350549.8705819
J & K,1884,1713350549.8705819
PUNJAB,6059,1713350549.8705819
RAJASTHAN,11450,1713350549.8705819
UTTARAKHAND,1557,1713350549.8705819
UTTAR-PRADESH,12062,1713350549.8705819
CHANDIGARH,199,1713351407.47412
HARYANA,5647,1713351407.47412
HIMACHAL,1299,1713351407.47412
J & K,1863,1713351407.47412
PUNJAB,6132,1713351407.47412
RAJASTHAN,11547,1713351407.47412
UTTARAKHAND,1558,1713351407.47412
UTTAR-PRADESH,12332,1713351407.47412
CHANDIGARH,196,1713352307.6696937
HARYANA,5653,1713352307.6696937
HIMACHAL,1261,1713352307.6696937
J & K,1851,1713352307.6696937
PUNJAB,6161,1713352307.6696937
RAJASTHAN,11518,1713352307.6696937
UTTARAKHAND,1589,1713352307.6696937
UTTAR-PRADESH,12508,1713352307.6696937
CHANDIGARH,199,1713353207.0762203
HARYANA,5746,1713353207.0762203
HIMACHAL,1278,1713353207.0762203
J & K,1980,1713353207.0762203
PUNJAB,6317,1713353207.0762203
RAJASTHAN,11405,1713353207.0762203
UTTARAKHAND,1619,1713353207.0762203
UTTAR-PRADESH,12639,1713353207.0762203
CHANDIGARH,202,1713354148.5307
HARYANA,5851,1713354148.5307
HIMACHAL,1275,1713354148.5307
J & K,1995,1713354148.5307
PUNJAB,6351,1713354148.5307
RAJASTHAN,11178,1713354148.5307
UTTARAKHAND,1620,1713354148.5307
UTTAR-PRADESH,12931,1713354148.5307
CHANDIGARH,204,1713355007.5207903
HARYANA,6086,1713355007.5207903
HIMACHAL,1291,1713355007.5207903
J & K,2002,1713355007.5207903
PUNJAB,6378,1713355007.5207903
RAJASTHAN,11075,1713355007.5207903
UTTARAKHAND,1617,1713355007.5207903
UTTAR-PRADESH,13235,1713355007.5207903
CHANDIGARH,205,1713355907.732498
HARYANA,6166,1713355907.732498
HIMACHAL,1340,1713355907.732498
J & K,2205,1713355907.732498
PUNJAB,6459,1713355907.732498
RAJASTHAN,10943,1713355907.732498
UTTARAKHAND,1695,1713355907.732498
UTTAR-PRADESH,13960,1713355907.732498
CHANDIGARH,206,1713356807.4218082
HARYANA,6218,1713356807.4218082
HIMACHAL,1313,1713356807.4218082
J & K,2200,1713356807.4218082
PUNJAB,6603,1713356807.4218082
RAJASTHAN,10753,1713356807.4218082
UTTARAKHAND,1714,1713356807.4218082
UTTAR-PRADESH,14702,1713356807.4218082
CHANDIGARH,207,1713357739.2390468
HARYANA,6659,1713357739.2390468
HIMACHAL,1287,1713357739.2390468
J & K,2263,1713357739.2390468
PUNJAB,6705,1713357739.2390468
RAJASTHAN,10434,1713357739.2390468
UTTARAKHAND,1762,1713357739.2390468
UTTAR-PRADESH,16124,1713357739.2390468
CHANDIGARH,209,1713358607.563834
HARYANA,6878,1713358607.563834
HIMACHAL,1286,1713358607.563834
J & K,2236,1713358607.563834
PUNJAB,6953,1713358607.563834
RAJASTHAN,10434,1713358607.563834
UTTARAKHAND,1787,1713358607.563834
UTTAR-PRADESH,17261,1713358607.563834
CHANDIGARH,213,1713359508.037825
HARYANA,7326,1713359508.037825
HIMACHAL,1282,1713359508.037825
J & K,2316,1713359508.037825
PUNJAB,7111,1713359508.037825
RAJASTHAN,10420,1713359508.037825
UTTARAKHAND,1840,1713359508.037825
UTTAR-PRADESH,18531,1713359508.037825
CHANDIGARH,216,1713360407.7393923
HARYANA,7537,1713360407.7393923
HIMACHAL,1281,1713360407.7393923
J & K,2259,1713360407.7393923
PUNJAB,7208,1713360407.7393923
RAJASTHAN,10524,1713360407.7393923
UTTARAKHAND,1850,1713360407.7393923
UTTAR-PRADESH,19529,1713360407.7393923
CHANDIGARH,219,1713361307.1411278
HARYANA,7658,1713361307.1411278
HIMACHAL,1292,1713361307.1411278
J & K,2303,1713361307.1411278
PUNJAB,7265,1713361307.1411278
RAJASTHAN,10730,1713361307.1411278
UTTARAKHAND,1919,1713361307.1411278
UTTAR-PRADESH,20324,1713361307.1411278
CHANDIGARH,225,1713362238.5345435
HARYANA,8019,1713362238.5345435
HIMACHAL,1331,1713362238.5345435
J & K,2326,1713362238.5345435
PUNJAB,7393,1713362238.5345435
RAJASTHAN,11031,1713362238.5345435
UTTARAKHAND,1908,1713362238.5345435
UTTAR-PRADESH,21204,1713362238.5345435
CHANDIGARH,223,1713363107.9373465
HARYANA,8031,1713363107.9373465
HIMACHAL,1346,1713363107.9373465
J & K,2339,1713363107.9373465
PUNJAB,7362,1713363107.9373465
RAJASTHAN,11190,1713363107.9373465
UTTARAKHAND,1905,1713363107.9373465
UTTAR-PRADESH,21715,1713363107.9373465
CHANDIGARH,222,1713364040.0380707
HARYANA,8054,1713364040.0380707
HIMACHAL,1307,1713364040.0380707
J & K,2347,1713364040.0380707
PUNJAB,7271,1713364040.0380707
RAJASTHAN,11162,1713364040.0380707
UTTARAKHAND,1816,1713364040.0380707
UTTAR-PRADESH,21871,1713364040.0380707
CHANDIGARH,219,1713364906.947572
HARYANA,7791,1713364906.947572
HIMACHAL,1307,1713364906.947572
J & K,2450,1713364906.947572
PUNJAB,7013,1713364906.947572
RAJASTHAN,11020,1713364906.947572
UTTARAKHAND,1756,1713364906.947572
UTTAR-PRADESH,21956,1713364906.947572
CHANDIGARH,216,1713365807.7504199
HARYANA,7723,1713365807.7504199
HIMACHAL,1286,1713365807.7504199
J & K,2456,1713365807.7504199
PUNJAB,6882,1713365807.7504199
RAJASTHAN,10974,1713365807.7504199
UTTARAKHAND,1728,1713365807.7504199
UTTAR-PRADESH,21981,1713365807.7504199
CHANDIGARH,211,1713366707.147468
HARYANA,7749,1713366707.147468
HIMACHAL,1166,1713366707.147468
J & K,2503,1713366707.147468
PUNJAB,6798,1713366707.147468
RAJASTHAN,10920,1713366707.147468
UTTARAKHAND,1700,1713366707.147468
UTTAR-PRADESH,22081,1713366707.147468
CHANDIGARH,208,1713367607.3483057
HARYANA,7739,1713367607.3483057
HIMACHAL,1128,1713367607.3483057
J & K,2463,1713367607.3483057
PUNJAB,6774,1713367607.3483057
RAJASTHAN,10912,1713367607.3483057
UTTARAKHAND,1655,1713367607.3483057
UTTAR-PRADESH,22073,1713367607.3483057
CHANDIGARH,198,1713368507.3381157
HARYANA,7749,1713368507.3381157
HIMACHAL,1113,1713368507.3381157
J & K,2464,1713368507.3381157
PUNJAB,6618,1713368507.3381157
RAJASTHAN,10877,1713368507.3381157
UTTARAKHAND,1634,1713368507.3381157
UTTAR-PRADESH,22246,1713368507.3381157
CHANDIGARH,195,1713369407.3400016
HARYANA,7699,1713369407.3400016
HIMACHAL,1143,1713369407.3400016
J & K,2450,1713369407.3400016
PUNJAB,6561,1713369407.3400016
RAJASTHAN,10805,1713369407.3400016
UTTARAKHAND,1657,1713369407.3400016
UTTAR-PRADESH,22104,1713369407.3400016
CHANDIGARH,193,1713370307.1501207
HARYANA,7623,1713370307.1501207
HIMACHAL,1146,1713370307.1501207
J & K,2501,1713370307.1501207
PUNJAB,6452,1713370307.1501207
RAJASTHAN,10780,1713370307.1501207
UTTARAKHAND,1686,1713370307.1501207
UTTAR-PRADESH,22142,1713370307.1501207
CHANDIGARH,190,1713371207.4439917
HARYANA,7621,1713371207.4439917
HIMACHAL,1181,1713371207.4439917
J & K,2465,1713371207.4439917
PUNJAB,6387,1713371207.4439917
RAJASTHAN,10738,1713371207.4439917
UTTARAKHAND,1666,1713371207.4439917
UTTAR-PRADESH,22172,1713371207.4439917
CHANDIGARH,186,1713372108.0408273
HARYANA,8045,1713372108.0408273
HIMACHAL,1164,1713372108.0408273
J & K,2479,1713372108.0408273
PUNJAB,6276,1713372108.0408273
RAJASTHAN,10896,1713372108.0408273
UTTARAKHAND,1644,1713372108.0408273
UTTAR-PRADESH,22076,1713372108.0408273
CHANDIGARH,183,1713373038.5973766
HARYANA,8069,1713373038.5973766
HIMACHAL,1168,1713373038.5973766
J & K,2404,1713373038.5973766
PUNJAB,6259,1713373038.5973766
RAJASTHAN,11028,1713373038.5973766
UTTARAKHAND,1616,1713373038.5973766
UTTAR-PRADESH,22128,1713373038.5973766
CHANDIGARH,177,1713373907.3873289
HARYANA,8014,1713373907.3873289
HIMACHAL,1115,1713373907.3873289
J & K,2409,1713373907.3873289
PUNJAB,6179,1713373907.3873289
RAJASTHAN,11081,1713373907.3873289
UTTARAKHAND,1552,1713373907.3873289
UTTAR-PRADESH,22032,1713373907.3873289
CHANDIGARH,177,1713374807.895748
HARYANA,7925,1713374807.895748
HIMACHAL,1097,1713374807.895748
J & K,2373,1713374807.895748
PUNJAB,6128,1713374807.895748
RAJASTHAN,11046,1713374807.895748
UTTARAKHAND,1524,1713374807.895748
UTTAR-PRADESH,21928,1713374807.895748
CHANDIGARH,174,1713375707.3954308
HARYANA,7840,1713375707.3954308
HIMACHAL,1104,1713375707.3954308
J & K,2226,1713375707.3954308
PUNJAB,6079,1713375707.3954308
RAJASTHAN,10995,1713375707.3954308
UTTARAKHAND,1565,1713375707.3954308
UTTAR-PRADESH,21921,1713375707.3954308
CHANDIGARH,173,1713376978.667838
HARYANA,7738,1713376978.667838
HIMACHAL,1062,1713376978.667838
J & K,2028,1713376978.667838
PUNJAB,5983,1713376978.667838
RAJASTHAN,11006,1713376978.667838
UTTARAKHAND,1572,1713376978.667838
UTTAR-PRADESH,21700,1713376978.667838
CHANDIGARH,170,1713377507.8679378
HARYANA,7672,1713377507.8679378
HIMACHAL,1035,1713377507.8679378
J & K,1959,1713377507.8679378
PUNJAB,5947,1713377507.8679378
RAJASTHAN,10941,1713377507.8679378
UTTARAKHAND,1602,1713377507.8679378
UTTAR-PRADESH,21647,1713377507.8679378
CHANDIGARH,169,1713378407.9745324
HARYANA,7519,1713378407.9745324
HIMACHAL,1084,1713378407.9745324
J & K,1871,1713378407.9745324
PUNJAB,5904,1713378407.9745324
RAJASTHAN,10834,1713378407.9745324
UTTARAKHAND,1598,1713378407.9745324
UTTAR-PRADESH,21472,1713378407.9745324
CHANDIGARH,168,1713379338.7421167
HARYANA,7443,1713379338.7421167
HIMACHAL,1102,1713379338.7421167
J & K,1909,1713379338.7421167
PUNJAB,5858,1713379338.7421167
RAJASTHAN,10774,1713379338.7421167
UTTARAKHAND,1552,1713379338.7421167
UTTAR-PRADESH,21260,1713379338.7421167
CHANDIGARH,163,1713380207.748632
HARYANA,7344,1713380207.748632
HIMACHAL,1057,1713380207.748632
J & K,1979,1713380207.748632
PUNJAB,5707,1713380207.748632
RAJASTHAN,10658,1713380207.748632
UTTARAKHAND,1563,1713380207.748632
UTTAR-PRADESH,21052,1713380207.748632
CHANDIGARH,161,1713381138.76755
HARYANA,7334,1713381138.76755
HIMACHAL,1056,1713381138.76755
J & K,2019,1713381138.76755
PUNJAB,5647,1713381138.76755
RAJASTHAN,10638,1713381138.76755
UTTARAKHAND,1562,1713381138.76755
UTTAR-PRADESH,20991,1713381138.76755
CHANDIGARH,159,1713382007.3575447
HARYANA,7287,1713382007.3575447
HIMACHAL,1063,1713382007.3575447
J & K,1858,1713382007.3575447
PUNJAB,5646,1713382007.3575447
RAJASTHAN,10571,1713382007.3575447
UTTARAKHAND,1538,1713382007.3575447
UTTAR-PRADESH,20813,1713382007.3575447
CHANDIGARH,157,1713382938.5410624
HARYANA,7146,1713382938.5410624
HIMACHAL,1047,1713382938.5410624
J & K,1823,1713382938.5410624
PUNJAB,5669,1713382938.5410624
RAJASTHAN,10513,1713382938.5410624
UTTARAKHAND,1498,1713382938.5410624
UTTAR-PRADESH,20594,1713382938.5410624
CHANDIGARH,155,1713383807.3367548
HARYANA,7108,1713383807.3367548
HIMACHAL,1020,1713383807.3367548
J & K,1776,1713383807.3367548
PUNJAB,5641,1713383807.3367548
RAJASTHAN,10403,1713383807.3367548
UTTARAKHAND,1505,1713383807.3367548
UTTAR-PRADESH,20346,1713383807.3367548
CHANDIGARH,151,1713384738.633109
HARYANA,7050,1713384738.633109
HIMACHAL,1045,1713384738.633109
J & K,1728,1713384738.633109
PUNJAB,5676,1713384738.633109
RAJASTHAN,10357,1713384738.633109
UTTARAKHAND,1542,1713384738.633109
UTTAR-PRADESH,20195,1713384738.633109
CHANDIGARH,150,1713385607.5389855
HARYANA,7045,1713385607.5389855
HIMACHAL,1085,1713385607.5389855
J & K,1700,1713385607.5389855
PUNJAB,5660,1713385607.5389855
RAJASTHAN,10297,1713385607.5389855
UTTARAKHAND,1507,1713385607.5389855
UTTAR-PRADESH,20028,1713385607.5389855
CHANDIGARH,149,1713386549.3805957
HARYANA,6940,1713386549.3805957
HIMACHAL,1070,1713386549.3805957
J & K,1713,1713386549.3805957
PUNJAB,5631,1713386549.3805957
RAJASTHAN,10227,1713386549.3805957
UTTARAKHAND,1492,1713386549.3805957
UTTAR-PRADESH,19867,1713386549.3805957
CHANDIGARH,148,1713387407.4809294
HARYANA,6897,1713387407.4809294
HIMACHAL,1090,1713387407.4809294
J & K,1741,1713387407.4809294
PUNJAB,5564,1713387407.4809294
RAJASTHAN,10153,1713387407.4809294
UTTARAKHAND,1483,1713387407.4809294
UTTAR-PRADESH,19636,1713387407.4809294
CHANDIGARH,147,1713388307.7785342
HARYANA,6826,1713388307.7785342
HIMACHAL,1075,1713388307.7785342
J & K,1700,1713388307.7785342
PUNJAB,5534,1713388307.7785342
RAJASTHAN,10131,1713388307.7785342
UTTARAKHAND,1486,1713388307.7785342
UTTAR-PRADESH,19513,1713388307.7785342
CHANDIGARH,146,1713389207.4815416
HARYANA,6778,1713389207.4815416
HIMACHAL,1072,1713389207.4815416
J & K,1707,1713389207.4815416
PUNJAB,5527,1713389207.4815416
RAJASTHAN,10046,1713389207.4815416
UTTARAKHAND,1488,1713389207.4815416
UTTAR-PRADESH,19357,1713389207.4815416
CHANDIGARH,148,1713390138.9414072
HARYANA,6678,1713390138.9414072
HIMACHAL,1065,1713390138.9414072
J & K,1737,1713390138.9414072
PUNJAB,5479,1713390138.9414072
RAJASTHAN,10029,1713390138.9414072
UTTARAKHAND,1475,1713390138.9414072
UTTAR-PRADESH,19328,1713390138.9414072
CHANDIGARH,146,1713391007.5423543
HARYANA,6686,1713391007.5423543
HIMACHAL,1083,1713391007.5423543
J & K,1748,1713391007.5423543
PUNJAB,5549,1713391007.5423543
RAJASTHAN,9917,1713391007.5423543
UTTARAKHAND,1512,1713391007.5423543
UTTAR-PRADESH,19070,1713391007.5423543
CHANDIGARH,144,1713391907.6426632
HARYANA,6657,1713391907.6426632
HIMACHAL,1053,1713391907.6426632
J & K,1814,1713391907.6426632
PUNJAB,5550,1713391907.6426632
RAJASTHAN,9762,1713391907.6426632
UTTARAKHAND,1524,1713391907.6426632
UTTAR-PRADESH,18957,1713391907.6426632
CHANDIGARH,145,1713392807.1335251
HARYANA,6639,1713392807.1335251
HIMACHAL,1054,1713392807.1335251
J & K,1847,1713392807.1335251
PUNJAB,5611,1713392807.1335251
RAJASTHAN,9724,1713392807.1335251
UTTARAKHAND,1501,1713392807.1335251
UTTAR-PRADESH,18876,1713392807.1335251
CHANDIGARH,145,1713393748.9930096
HARYANA,6477,1713393748.9930096
HIMACHAL,1047,1713393748.9930096
J & K,1854,1713393748.9930096
PUNJAB,5688,1713393748.9930096
RAJASTHAN,9542,1713393748.9930096
UTTARAKHAND,1465,1713393748.9930096
UTTAR-PRADESH,18821,1713393748.9930096
CHANDIGARH,146,1713394607.7781935
HARYANA,6531,1713394607.7781935
HIMACHAL,1079,1713394607.7781935
J & K,1830,1713394607.7781935
PUNJAB,5875,1713394607.7781935
RAJASTHAN,9718,1713394607.7781935
UTTARAKHAND,1486,1713394607.7781935
UTTAR-PRADESH,18669,1713394607.7781935
CHANDIGARH,147,1713395539.6334782
HARYANA,6607,1713395539.6334782
HIMACHAL,1097,1713395539.6334782
J & K,1877,1713395539.6334782
PUNJAB,6281,1713395539.6334782
RAJASTHAN,9724,1713395539.6334782
UTTARAKHAND,1502,1713395539.6334782
UTTAR-PRADESH,18729,1713395539.6334782
CHANDIGARH,146,1713396407.4280317
HARYANA,6671,1713396407.4280317
HIMACHAL,1091,1713396407.4280317
J & K,1986,1713396407.4280317
PUNJAB,6501,1713396407.4280317
RAJASTHAN,9823,1713396407.4280317
UTTARAKHAND,1500,1713396407.4280317
UTTAR-PRADESH,18712,1713396407.4280317
CHANDIGARH,152,1713397338.7451966
HARYANA,6885,1713397338.7451966
HIMACHAL,1207,1713397338.7451966
J & K,2134,1713397338.7451966
PUNJAB,6925,1713397338.7451966
RAJASTHAN,10077,1713397338.7451966
UTTARAKHAND,1513,1713397338.7451966
UTTAR-PRADESH,18711,1713397338.7451966
CHANDIGARH,156,1713398207.848907
HARYANA,7099,1713398207.848907
HIMACHAL,1261,1713398207.848907
J & K,2285,1713398207.848907
PUNJAB,7391,1713398207.848907
RAJASTHAN,10359,1713398207.848907
UTTARAKHAND,1585,1713398207.848907
UTTAR-PRADESH,18853,1713398207.848907
CHANDIGARH,160,1713399138.6688187
HARYANA,7281,1713399138.6688187
HIMACHAL,1274,1713399138.6688187
J & K,2330,1713399138.6688187
PUNJAB,7653,1713399138.6688187
RAJASTHAN,10637,1713399138.6688187
UTTARAKHAND,1615,1713399138.6688187
UTTAR-PRADESH,18715,1713399138.6688187
CHANDIGARH,167,1713400007.7585924
HARYANA,7309,1713400007.7585924
HIMACHAL,1373,1713400007.7585924
J & K,2245,1713400007.7585924
PUNJAB,8102,1713400007.7585924
RAJASTHAN,10935,1713400007.7585924
UTTARAKHAND,1682,1713400007.7585924
UTTAR-PRADESH,18631,1713400007.7585924
CHANDIGARH,182,1713401869.538481
HARYANA,7223,1713401869.538481
HIMACHAL,1550,1713401869.538481
J & K,2260,1713401869.538481
PUNJAB,8588,1713401869.538481
RAJASTHAN,11430,1713401869.538481
UTTARAKHAND,1745,1713401869.538481
UTTAR-PRADESH,17795,1713401869.538481
CHANDIGARH,186,1713402707.4415329
HARYANA,6861,1713402707.4415329
HIMACHAL,1604,1713402707.4415329
J & K,2323,1713402707.4415329
PUNJAB,8782,1713402707.4415329
RAJASTHAN,11830,1713402707.4415329
UTTARAKHAND,1800,1713402707.4415329
UTTAR-PRADESH,17577,1713402707.4415329
CHANDIGARH,188,1713403608.0344546
HARYANA,6701,1713403608.0344546
HIMACHAL,1616,1713403608.0344546
J & K,2442,1713403608.0344546
PUNJAB,8828,1713403608.0344546
RAJASTHAN,12038,1713403608.0344546
UTTARAKHAND,1779,1713403608.0344546
UTTAR-PRADESH,17304,1713403608.0344546
CHANDIGARH,188,1713404507.3486636
HARYANA,6449,1713404507.3486636
HIMACHAL,1609,1713404507.3486636
J & K,2434,1713404507.3486636
PUNJAB,8817,1713404507.3486636
RAJASTHAN,12187,1713404507.3486636
UTTARAKHAND,1729,1713404507.3486636
UTTAR-PRADESH,17126,1713404507.3486636
CHANDIGARH,192,1713405438.3644059
HARYANA,6391,1713405438.3644059
HIMACHAL,1627,1713405438.3644059
J & K,2486,1713405438.3644059
PUNJAB,8722,1713405438.3644059
RAJASTHAN,12489,1713405438.3644059
UTTARAKHAND,1749,1713405438.3644059
UTTAR-PRADESH,16899,1713405438.3644059
CHANDIGARH,189,1713406307.561151
HARYANA,6178,1713406307.561151
HIMACHAL,1645,1713406307.561151
J & K,2495,1713406307.561151
PUNJAB,8571,1713406307.561151
RAJASTHAN,12740,1713406307.561151
UTTARAKHAND,1668,1713406307.561151
UTTAR-PRADESH,16980,1713406307.561151
CHANDIGARH,190,1713407207.5690114
HARYANA,6028,1713407207.5690114
HIMACHAL,1619,1713407207.5690114
J & K,2480,1713407207.5690114
PUNJAB,8413,1713407207.5690114
RAJASTHAN,12822,1713407207.5690114
UTTARAKHAND,1627,1713407207.5690114
UTTAR-PRADESH,16995,1713407207.5690114
CHANDIGARH,191,1713408149.7666068
HARYANA,5563,1713408149.7666068
